protocol,tool,run,time_hour,coverage
Forked-daapd,SNPSFuzzer-tmp,6,7,525
Forked-daapd,SNPSFuzzer-tmp,6,8,543
Forked-daapd,SNPSFuzzer-tmp,6,9,550
Forked-daapd,SNPSFuzzer-tmp,6,10,550
Forked-daapd,SNPSFuzzer-tmp,6,11,566
Forked-daapd,SNPSFuzzer-tmp,6,12,575
Forked-daapd,SNPSFuzzer-tmp,6,13,575
Forked-daapd,SNPSFuzzer-tmp,6,14,575
Forked-daapd,SNPSFuzzer-tmp,6,15,576
Forked-daapd,SNPSFuzzer-tmp,6,16,592
Forked-daapd,SNPSFuzzer-tmp,6,17,593
Forked-daapd,SNPSFuzzer-tmp,6,18,593
Forked-daapd,SNPSFuzzer-tmp,6,19,593
Forked-daapd,SNPSFuzzer-tmp,6,20,593
Forked-daapd,SNPSFuzzer-tmp,6,21,593
Forked-daapd,SNPSFuzzer-tmp,6,22,594
Forked-daapd,SNPSFuzzer-tmp,6,23,594
Forked-daapd,SNPSFuzzer-tmp,6,24,601
Forked-daapd,SNPSFuzzer-tmp,7,0,15
Forked-daapd,SNPSFuzzer-tmp,7,1,179
Forked-daapd,SNPSFuzzer-tmp,7,2,291
Forked-daapd,SNPSFuzzer-tmp,7,3,367
Forked-daapd,SNPSFuzzer-tmp,7,4,451
Forked-daapd,SNPSFuzzer-tmp,7,5,499
Forked-daapd,SNPSFuzzer-tmp,7,6,535
Forked-daapd,SNPSFuzzer-tmp,7,7,562
Forked-daapd,SNPSFuzzer-tmp,7,8,584
Forked-daapd,SNPSFuzzer-tmp,7,9,598
Forked-daapd,SNPSFuzzer-tmp,7,10,606
Forked-daapd,SNPSFuzzer-tmp,7,11,611
Forked-daapd,SNPSFuzzer-tmp,7,12,618
Forked-daapd,SNPSFuzzer-tmp,7,13,620
Forked-daapd,SNPSFuzzer-tmp,7,14,620
Forked-daapd,SNPSFuzzer-tmp,7,15,625
Forked-daapd,SNPSFuzzer-tmp,7,16,626
Forked-daapd,SNPSFuzzer-tmp,7,17,641
Forked-daapd,SNPSFuzzer-tmp,7,18,641
Forked-daapd,SNPSFuzzer-tmp,7,19,652
Forked-daapd,SNPSFuzzer-tmp,7,20,664
Forked-daapd,SNPSFuzzer-tmp,7,21,664
Forked-daapd,SNPSFuzzer-tmp,7,22,664
Forked-daapd,SNPSFuzzer-tmp,7,23,664
Forked-daapd,SNPSFuzzer-tmp,7,24,664
Forked-daapd,SNPSFuzzer-tmp,8,0,0
Forked-daapd,SNPSFuzzer-tmp,8,1,146
Forked-daapd,SNPSFuzzer-tmp,8,2,274
Forked-daapd,SNPSFuzzer-tmp,8,3,366
Forked-daapd,SNPSFuzzer-tmp,8,4,440
Forked-daapd,SNPSFuzzer-tmp,8,5,493
Forked-daapd,SNPSFuzzer-tmp,8,6,520
Forked-daapd,SNPSFuzzer-tmp,8,7,543
Forked-daapd,SNPSFuzzer-tmp,8,8,568
Forked-daapd,SNPSFuzzer-tmp,8,9,574
Forked-daapd,SNPSFuzzer-tmp,8,10,592
Forked-daapd,SNPSFuzzer-tmp,8,11,599
Forked-daapd,SNPSFuzzer-tmp,8,12,604
Forked-daapd,SNPSFuzzer-tmp,8,13,615
Forked-daapd,SNPSFuzzer-tmp,8,14,624
Forked-daapd,SNPSFuzzer-tmp,8,15,625
Forked-daapd,SNPSFuzzer-tmp,8,16,637
Forked-daapd,SNPSFuzzer-tmp,8,17,637
Forked-daapd,SNPSFuzzer-tmp,8,18,645
Forked-daapd,SNPSFuzzer-tmp,8,19,651
Forked-daapd,SNPSFuzzer-tmp,8,20,651
Forked-daapd,SNPSFuzzer-tmp,8,21,656
Forked-daapd,SNPSFuzzer-tmp,8,22,656
Forked-daapd,SNPSFuzzer-tmp,8,23,665
Forked-daapd,SNPSFuzzer-tmp,8,24,665
Forked-daapd,SNPSFuzzer-tmp,9,0,0
Forked-daapd,SNPSFuzzer-tmp,9,1,163
Forked-daapd,SNPSFuzzer-tmp,9,2,272
Forked-daapd,SNPSFuzzer-tmp,9,3,345
Forked-daapd,SNPSFuzzer-tmp,9,4,396
Forked-daapd,SNPSFuzzer-tmp,9,5,449
Forked-daapd,SNPSFuzzer-tmp,9,6,474
Forked-daapd,SNPSFuzzer-tmp,9,7,515
Forked-daapd,SNPSFuzzer-tmp,9,8,519
Forked-daapd,SNPSFuzzer-tmp,9,9,549
Forked-daapd,SNPSFuzzer-tmp,9,10,563
Forked-daapd,SNPSFuzzer-tmp,9,11,571
Forked-daapd,SNPSFuzzer-tmp,9,12,575
Forked-daapd,SNPSFuzzer-tmp,9,13,584
Forked-daapd,SNPSFuzzer-tmp,9,14,588
Forked-daapd,SNPSFuzzer-tmp,9,15,601
Forked-daapd,SNPSFuzzer-tmp,9,16,605
Forked-daapd,SNPSFuzzer-tmp,9,17,609
Forked-daapd,SNPSFuzzer-tmp,9,18,609
Forked-daapd,SNPSFuzzer-tmp,9,19,611
Forked-daapd,SNPSFuzzer-tmp,9,20,615
Forked-daapd,SNPSFuzzer-tmp,9,21,615
Forked-daapd,SNPSFuzzer-tmp,9,22,615
Forked-daapd,SNPSFuzzer-tmp,9,23,623
Forked-daapd,SNPSFuzzer-tmp,9,24,625
Forked-daapd,SNPSFuzzer-tmp,10,0,0
Forked-daapd,SNPSFuzzer-tmp,10,1,155
Forked-daapd,SNPSFuzzer-tmp,10,2,272
Forked-daapd,SNPSFuzzer-tmp,10,3,352
Forked-daapd,SNPSFuzzer-tmp,10,4,410
Forked-daapd,SNPSFuzzer-tmp,10,5,459
Forked-daapd,SNPSFuzzer-tmp,10,6,487
Forked-daapd,SNPSFuzzer-tmp,10,7,517
Forked-daapd,SNPSFuzzer-tmp,10,8,524
Forked-daapd,SNPSFuzzer-tmp,10,9,548
Forked-daapd,SNPSFuzzer-tmp,10,10,564
Forked-daapd,SNPSFuzzer-tmp,10,11,576
Forked-daapd,SNPSFuzzer-tmp,10,12,591
Forked-daapd,SNPSFuzzer-tmp,10,13,610
Forked-daapd,SNPSFuzzer-tmp,10,14,623
Forked-daapd,SNPSFuzzer-tmp,10,15,623
Forked-daapd,SNPSFuzzer-tmp,10,16,623
Forked-daapd,SNPSFuzzer-tmp,10,17,623
Forked-daapd,SNPSFuzzer-tmp,10,18,626
Forked-daapd,SNPSFuzzer-tmp,10,19,632
Forked-daapd,SNPSFuzzer-tmp,10,20,632
Forked-daapd,SNPSFuzzer-tmp,10,21,635
Forked-daapd,SNPSFuzzer-tmp,10,22,635
Forked-daapd,SNPSFuzzer-tmp,10,23,635
Forked-daapd,SNPSFuzzer-tmp,10,24,635
Forked-daapd,SNPSFuzzer,1,0,0
Forked-daapd,SNPSFuzzer,1,1,149
Forked-daapd,SNPSFuzzer,1,2,261
Forked-daapd,SNPSFuzzer,1,3,356
Forked-daapd,SNPSFuzzer,1,4,418
Forked-daapd,SNPSFuzzer,1,5,486
Forked-daapd,SNPSFuzzer,1,6,528
Forked-daapd,SNPSFuzzer,1,7,560
Forked-daapd,SNPSFuzzer,1,8,579
Forked-daapd,SNPSFuzzer,1,9,601
Forked-daapd,SNPSFuzzer,1,10,612
Forked-daapd,SNPSFuzzer,1,11,625
Forked-daapd,SNPSFuzzer,1,12,649
Forked-daapd,SNPSFuzzer,1,13,656
Forked-daapd,SNPSFuzzer,1,14,669
Forked-daapd,SNPSFuzzer,1,15,669
Forked-daapd,SNPSFuzzer,1,16,673
Forked-daapd,SNPSFuzzer,1,17,688
Forked-daapd,SNPSFuzzer,1,18,688
Forked-daapd,SNPSFuzzer,1,19,701
Forked-daapd,SNPSFuzzer,1,20,708
Forked-daapd,SNPSFuzzer,1,21,708
Forked-daapd,SNPSFuzzer,1,22,713
Forked-daapd,SNPSFuzzer,1,23,721
Forked-daapd,SNPSFuzzer,1,24,726
Forked-daapd,SNPSFuzzer,2,0,0
Forked-daapd,SNPSFuzzer,2,1,153
Forked-daapd,SNPSFuzzer,2,2,269
Forked-daapd,SNPSFuzzer,2,3,357
Forked-daapd,SNPSFuzzer,2,4,429
Forked-daapd,SNPSFuzzer,2,5,482
Forked-daapd,SNPSFuzzer,2,6,513
Forked-daapd,SNPSFuzzer,2,7,546
Forked-daapd,SNPSFuzzer,2,8,574
Forked-daapd,SNPSFuzzer,2,9,596
Forked-daapd,SNPSFuzzer,2,10,617
Forked-daapd,SNPSFuzzer,2,11,633
Forked-daapd,SNPSFuzzer,2,12,645
Forked-daapd,SNPSFuzzer,2,13,652
Forked-daapd,SNPSFuzzer,2,14,652
Forked-daapd,SNPSFuzzer,2,15,659
Forked-daapd,SNPSFuzzer,2,16,665
Forked-daapd,SNPSFuzzer,2,17,670
Forked-daapd,SNPSFuzzer,2,18,670
Forked-daapd,SNPSFuzzer,2,19,670
Forked-daapd,SNPSFuzzer,2,20,679
Forked-daapd,SNPSFuzzer,2,21,680
Forked-daapd,SNPSFuzzer,2,22,686
Forked-daapd,SNPSFuzzer,2,23,688
Forked-daapd,SNPSFuzzer,2,24,690
Forked-daapd,SNPSFuzzer,3,0,6
Forked-daapd,SNPSFuzzer,3,1,160
Forked-daapd,SNPSFuzzer,3,2,278
Forked-daapd,SNPSFuzzer,3,3,364
Forked-daapd,SNPSFuzzer,3,4,429
Forked-daapd,SNPSFuzzer,3,5,479
Forked-daapd,SNPSFuzzer,3,6,520
Forked-daapd,SNPSFuzzer,3,7,548
Forked-daapd,SNPSFuzzer,3,8,579
Forked-daapd,SNPSFuzzer,3,9,592
Forked-daapd,SNPSFuzzer,3,10,606
Forked-daapd,SNPSFuzzer,3,11,614
Forked-daapd,SNPSFuzzer,3,12,632
Forked-daapd,SNPSFuzzer,3,13,641
Forked-daapd,SNPSFuzzer,3,14,653
Forked-daapd,SNPSFuzzer,3,15,653
Forked-daapd,SNPSFuzzer,3,16,659
Forked-daapd,SNPSFuzzer,3,17,668
Forked-daapd,SNPSFuzzer,3,18,671
Forked-daapd,SNPSFuzzer,3,19,680
Forked-daapd,SNPSFuzzer,3,20,680
Forked-daapd,SNPSFuzzer,3,21,691
Forked-daapd,SNPSFuzzer,3,22,706
Forked-daapd,SNPSFuzzer,3,23,706
Forked-daapd,SNPSFuzzer,3,24,706
Forked-daapd,SNPSFuzzer,4,0,9
Forked-daapd,SNPSFuzzer,4,1,175
Forked-daapd,SNPSFuzzer,4,2,290
Forked-daapd,SNPSFuzzer,4,3,376
Forked-daapd,SNPSFuzzer,4,4,442
Forked-daapd,SNPSFuzzer,4,5,486
Forked-daapd,SNPSFuzzer,4,6,520
Forked-daapd,SNPSFuzzer,4,7,545
Forked-daapd,SNPSFuzzer,4,8,564
Forked-daapd,SNPSFuzzer,4,9,582
Forked-daapd,SNPSFuzzer,4,10,598
Forked-daapd,SNPSFuzzer,4,11,619
Forked-daapd,SNPSFuzzer,4,12,622
Forked-daapd,SNPSFuzzer,4,13,635
Forked-daapd,SNPSFuzzer,4,14,640
Forked-daapd,SNPSFuzzer,4,15,645
Forked-daapd,SNPSFuzzer,4,16,653
Forked-daapd,SNPSFuzzer,4,17,653
Forked-daapd,SNPSFuzzer,4,18,658
Forked-daapd,SNPSFuzzer,4,19,662
Forked-daapd,SNPSFuzzer,4,20,667
Forked-daapd,SNPSFuzzer,4,21,671
Forked-daapd,SNPSFuzzer,4,22,688
Forked-daapd,SNPSFuzzer,4,23,688
Forked-daapd,SNPSFuzzer,4,24,688
Forked-daapd,SNPSFuzzer,5,0,0
Forked-daapd,SNPSFuzzer,5,1,154
Forked-daapd,SNPSFuzzer,5,2,268
Forked-daapd,SNPSFuzzer,5,3,364
Forked-daapd,SNPSFuzzer,5,4,440
Forked-daapd,SNPSFuzzer,5,5,488
Forked-daapd,SNPSFuzzer,5,6,523
Forked-daapd,SNPSFuzzer,5,7,556
Forked-daapd,SNPSFuzzer,5,8,577
Forked-daapd,SNPSFuzzer,5,9,599
Forked-daapd,SNPSFuzzer,5,10,615
Forked-daapd,SNPSFuzzer,5,11,617
Forked-daapd,SNPSFuzzer,5,12,636
Forked-daapd,SNPSFuzzer,5,13,654
Forked-daapd,SNPSFuzzer,5,14,656
Forked-daapd,SNPSFuzzer,5,15,659
Forked-daapd,SNPSFuzzer,5,16,665
Forked-daapd,SNPSFuzzer,5,17,670
Forked-daapd,SNPSFuzzer,5,18,677
Forked-daapd,SNPSFuzzer,5,19,692
Forked-daapd,SNPSFuzzer,5,20,693
Forked-daapd,SNPSFuzzer,5,21,693
Forked-daapd,SNPSFuzzer,5,22,693
Forked-daapd,SNPSFuzzer,5,23,693
Forked-daapd,SNPSFuzzer,5,24,694
Forked-daapd,SNPSFuzzer,6,0,11
Forked-daapd,SNPSFuzzer,6,1,165
Forked-daapd,SNPSFuzzer,6,2,284
Forked-daapd,SNPSFuzzer,6,3,373
Forked-daapd,SNPSFuzzer,6,4,448
Forked-daapd,SNPSFuzzer,6,5,514
Forked-daapd,SNPSFuzzer,6,6,551
Forked-daapd,SNPSFuzzer,6,7,579
Forked-daapd,SNPSFuzzer,6,8,609
Forked-daapd,SNPSFuzzer,6,9,631
Forked-daapd,SNPSFuzzer,6,10,657
Forked-daapd,SNPSFuzzer,6,11,672
Forked-daapd,SNPSFuzzer,6,12,679
Forked-daapd,SNPSFuzzer,6,13,690
Forked-daapd,SNPSFuzzer,6,14,702
Forked-daapd,SNPSFuzzer,6,15,712
Forked-daapd,SNPSFuzzer,6,16,719
Forked-daapd,SNPSFuzzer,6,17,729
Forked-daapd,SNPSFuzzer,6,18,739
Forked-daapd,SNPSFuzzer,6,19,750
Forked-daapd,SNPSFuzzer,6,20,756
Forked-daapd,SNPSFuzzer,6,21,758
Forked-daapd,SNPSFuzzer,6,22,760
Forked-daapd,SNPSFuzzer,6,23,769
Forked-daapd,SNPSFuzzer,6,24,769
Forked-daapd,SNPSFuzzer,7,0,2
Forked-daapd,SNPSFuzzer,7,1,157
Forked-daapd,SNPSFuzzer,7,2,275
Forked-daapd,SNPSFuzzer,7,3,371
Forked-daapd,SNPSFuzzer,7,4,440
Forked-daapd,SNPSFuzzer,7,5,492
Forked-daapd,SNPSFuzzer,7,6,524
Forked-daapd,SNPSFuzzer,7,7,559
Forked-daapd,SNPSFuzzer,7,8,587
Forked-daapd,SNPSFuzzer,7,9,618
Forked-daapd,SNPSFuzzer,7,10,631
Forked-daapd,SNPSFuzzer,7,11,643
Forked-daapd,SNPSFuzzer,7,12,654
Forked-daapd,SNPSFuzzer,7,13,671
Forked-daapd,SNPSFuzzer,7,14,676
Forked-daapd,SNPSFuzzer,7,15,683
Forked-daapd,SNPSFuzzer,7,16,691
Forked-daapd,SNPSFuzzer,7,17,695
Forked-daapd,SNPSFuzzer,7,18,696
Forked-daapd,SNPSFuzzer,7,19,700
Forked-daapd,SNPSFuzzer,7,20,708
Forked-daapd,SNPSFuzzer,7,21,708
Forked-daapd,SNPSFuzzer,7,22,711
Forked-daapd,SNPSFuzzer,7,23,711
Forked-daapd,SNPSFuzzer,7,24,720
Forked-daapd,SNPSFuzzer,8,0,0
Forked-daapd,SNPSFuzzer,8,1,154
Forked-daapd,SNPSFuzzer,8,2,274
Forked-daapd,SNPSFuzzer,8,3,372
Forked-daapd,SNPSFuzzer,8,4,439
Forked-daapd,SNPSFuzzer,8,5,488
Forked-daapd,SNPSFuzzer,8,6,539
Forked-daapd,SNPSFuzzer,8,7,561
Forked-daapd,SNPSFuzzer,8,8,571
Forked-daapd,SNPSFuzzer,8,9,592
Forked-daapd,SNPSFuzzer,8,10,604
Forked-daapd,SNPSFuzzer,8,11,609
Forked-daapd,SNPSFuzzer,8,12,623
Forked-daapd,SNPSFuzzer,8,13,631
Forked-daapd,SNPSFuzzer,8,14,634
Forked-daapd,SNPSFuzzer,8,15,634
Forked-daapd,SNPSFuzzer,8,16,643
Forked-daapd,SNPSFuzzer,8,17,651
Forked-daapd,SNPSFuzzer,8,18,653
Forked-daapd,SNPSFuzzer,8,19,667
Forked-daapd,SNPSFuzzer,8,20,667
Forked-daapd,SNPSFuzzer,8,21,667
Forked-daapd,SNPSFuzzer,8,22,667
Forked-daapd,SNPSFuzzer,8,23,668
Forked-daapd,SNPSFuzzer,8,24,672
Forked-daapd,SNPSFuzzer,9,0,0
Forked-daapd,SNPSFuzzer,9,1,159
Forked-daapd,SNPSFuzzer,9,2,269
Forked-daapd,SNPSFuzzer,9,3,367
Forked-daapd,SNPSFuzzer,9,4,434
Forked-daapd,SNPSFuzzer,9,5,493
Forked-daapd,SNPSFuzzer,9,6,534
Forked-daapd,SNPSFuzzer,9,7,568
Forked-daapd,SNPSFuzzer,9,8,595
Forked-daapd,SNPSFuzzer,9,9,616
Forked-daapd,SNPSFuzzer,9,10,634
Forked-daapd,SNPSFuzzer,9,11,654
Forked-daapd,SNPSFuzzer,9,12,664
Forked-daapd,SNPSFuzzer,9,13,676
Forked-daapd,SNPSFuzzer,9,14,681
Forked-daapd,SNPSFuzzer,9,15,695
Forked-daapd,SNPSFuzzer,9,16,695
Forked-daapd,SNPSFuzzer,9,17,709
Forked-daapd,SNPSFuzzer,9,18,712
Forked-daapd,SNPSFuzzer,9,19,712
Forked-daapd,SNPSFuzzer,9,20,715
Forked-daapd,SNPSFuzzer,9,21,715
Forked-daapd,SNPSFuzzer,9,22,722
Forked-daapd,SNPSFuzzer,9,23,722
Forked-daapd,SNPSFuzzer,9,24,722
Forked-daapd,SNPSFuzzer,10,0,0
Forked-daapd,SNPSFuzzer,10,1,154
Forked-daapd,SNPSFuzzer,10,2,257
Forked-daapd,SNPSFuzzer,10,3,337
Forked-daapd,SNPSFuzzer,10,4,409
Forked-daapd,SNPSFuzzer,10,5,466
Forked-daapd,SNPSFuzzer,10,6,508
Forked-daapd,SNPSFuzzer,10,7,533
Forked-daapd,SNPSFuzzer,10,8,556
Forked-daapd,SNPSFuzzer,10,9,575
Forked-daapd,SNPSFuzzer,10,10,582
Forked-daapd,SNPSFuzzer,10,11,603
Forked-daapd,SNPSFuzzer,10,12,617
Forked-daapd,SNPSFuzzer,10,13,623
Forked-daapd,SNPSFuzzer,10,14,629
Forked-daapd,SNPSFuzzer,10,15,636
Forked-daapd,SNPSFuzzer,10,16,636
Forked-daapd,SNPSFuzzer,10,17,638
Forked-daapd,SNPSFuzzer,10,18,638
Forked-daapd,SNPSFuzzer,10,19,638
Forked-daapd,SNPSFuzzer,10,20,638
Forked-daapd,SNPSFuzzer,10,21,651
Forked-daapd,SNPSFuzzer,10,22,657
Forked-daapd,SNPSFuzzer,10,23,657
Forked-daapd,SNPSFuzzer,10,24,662
Dcmtk,AFLNET,1,0,14
Dcmtk,AFLNET,1,1,153
Dcmtk,AFLNET,1,2,252
Dcmtk,AFLNET,1,3,322
Dcmtk,AFLNET,1,4,389
Dcmtk,AFLNET,1,5,440
Dcmtk,AFLNET,1,6,487
Dcmtk,AFLNET,1,7,523
Dcmtk,AFLNET,1,8,557
Dcmtk,AFLNET,1,9,570
Dcmtk,AFLNET,1,10,599
Dcmtk,AFLNET,1,11,613
Dcmtk,AFLNET,1,12,644
Dcmtk,AFLNET,1,13,645
Dcmtk,AFLNET,1,14,670
Dcmtk,AFLNET,1,15,677
Dcmtk,AFLNET,1,16,677
Dcmtk,AFLNET,1,17,677
Dcmtk,AFLNET,1,18,678
Dcmtk,AFLNET,1,19,685
Dcmtk,AFLNET,1,20,693
Dcmtk,AFLNET,1,21,693
Dcmtk,AFLNET,1,22,695
Dcmtk,AFLNET,1,23,719
Dcmtk,AFLNET,1,24,738
Dcmtk,AFLNET,2,0,4
Dcmtk,AFLNET,2,1,134
Dcmtk,AFLNET,2,2,234
Dcmtk,AFLNET,2,3,317
Dcmtk,AFLNET,2,4,367
Dcmtk,AFLNET,2,5,411
Dcmtk,AFLNET,2,6,432
Dcmtk,AFLNET,2,7,466
Dcmtk,AFLNET,2,8,496
Dcmtk,AFLNET,2,9,510
Dcmtk,AFLNET,2,10,541
Dcmtk,AFLNET,2,11,541
Dcmtk,AFLNET,2,12,541
Dcmtk,AFLNET,2,13,551
Dcmtk,AFLNET,2,14,569
Dcmtk,AFLNET,2,15,591
Dcmtk,AFLNET,2,16,592
Dcmtk,AFLNET,2,17,607
Dcmtk,AFLNET,2,18,610
Dcmtk,AFLNET,2,19,612
Dcmtk,AFLNET,2,20,623
Dcmtk,AFLNET,2,21,632
Dcmtk,AFLNET,2,22,632
Dcmtk,AFLNET,2,23,649
Dcmtk,AFLNET,2,24,665
Dcmtk,AFLNET,3,0,0
Dcmtk,AFLNET,3,1,133
Dcmtk,AFLNET,3,2,237
Dcmtk,AFLNET,3,3,317
Dcmtk,AFLNET,3,4,371
Dcmtk,AFLNET,3,5,411
Dcmtk,AFLNET,3,6,449
Dcmtk,AFLNET,3,7,490
Dcmtk,AFLNET,3,8,519
Dcmtk,AFLNET,3,9,534
Dcmtk,AFLNET,3,10,557
Dcmtk,AFLNET,3,11,557
Dcmtk,AFLNET,3,12,579
Dcmtk,AFLNET,3,13,579
Dcmtk,AFLNET,3,14,582
Dcmtk,AFLNET,3,15,582
Dcmtk,AFLNET,3,16,582
Dcmtk,AFLNET,3,17,598
Dcmtk,AFLNET,3,18,598
Dcmtk,AFLNET,3,19,604
Dcmtk,AFLNET,3,20,607
Dcmtk,AFLNET,3,21,614
Dcmtk,AFLNET,3,22,617
Dcmtk,AFLNET,3,23,617
Dcmtk,AFLNET,3,24,629
Dcmtk,AFLNET,4,0,0
Dcmtk,AFLNET,4,1,114
Dcmtk,AFLNET,4,2,208
Dcmtk,AFLNET,4,3,300
Dcmtk,AFLNET,4,4,369
Dcmtk,AFLNET,4,5,412
Dcmtk,AFLNET,4,6,446
Dcmtk,AFLNET,4,7,473
Dcmtk,AFLNET,4,8,517
Dcmtk,AFLNET,4,9,540
Dcmtk,AFLNET,4,10,559
Dcmtk,AFLNET,4,11,582
Dcmtk,AFLNET,4,12,594
Dcmtk,AFLNET,4,13,600
Dcmtk,AFLNET,4,14,605
Dcmtk,AFLNET,4,15,610
Dcmtk,AFLNET,4,16,615
Dcmtk,AFLNET,4,17,626
Dcmtk,AFLNET,4,18,630
Dcmtk,AFLNET,4,19,641
Dcmtk,AFLNET,4,20,643
Dcmtk,AFLNET,4,21,646
Dcmtk,AFLNET,4,22,646
Dcmtk,AFLNET,4,23,658
Dcmtk,AFLNET,4,24,663
Dcmtk,AFLNET,5,0,10
Dcmtk,AFLNET,5,1,110
Dcmtk,AFLNET,5,2,230
Dcmtk,AFLNET,5,3,306
Dcmtk,AFLNET,5,4,377
Dcmtk,AFLNET,5,5,413
Dcmtk,AFLNET,5,6,457
Dcmtk,AFLNET,5,7,476
Dcmtk,AFLNET,5,8,493
Dcmtk,AFLNET,5,9,531
Dcmtk,AFLNET,5,10,545
Dcmtk,AFLNET,5,11,559
Dcmtk,AFLNET,5,12,578
Dcmtk,AFLNET,5,13,591
Dcmtk,AFLNET,5,14,600
Dcmtk,AFLNET,5,15,609
Dcmtk,AFLNET,5,16,638
Dcmtk,AFLNET,5,17,642
Dcmtk,AFLNET,5,18,647
Dcmtk,AFLNET,5,19,661
Dcmtk,AFLNET,5,20,675
Dcmtk,AFLNET,5,21,689
Dcmtk,AFLNET,5,22,698
Dcmtk,AFLNET,5,23,698
Dcmtk,AFLNET,5,24,716
Dcmtk,AFLNET,6,0,0
Dcmtk,AFLNET,6,1,132
Dcmtk,AFLNET,6,2,224
Dcmtk,AFLNET,6,3,300
Dcmtk,AFLNET,6,4,363
Dcmtk,AFLNET,6,5,414
Dcmtk,AFLNET,6,6,455
Dcmtk,AFLNET,6,7,501
Dcmtk,AFLNET,6,8,529
Dcmtk,AFLNET,6,9,545
Dcmtk,AFLNET,6,10,570
Dcmtk,AFLNET,6,11,594
Dcmtk,AFLNET,6,12,594
Dcmtk,AFLNET,6,13,609
Dcmtk,AFLNET,6,14,623
Dcmtk,AFLNET,6,15,626
Dcmtk,AFLNET,6,16,644
Dcmtk,AFLNET,6,17,647
Dcmtk,AFLNET,6,18,652
Dcmtk,AFLNET,6,19,653
Dcmtk,AFLNET,6,20,656
Dcmtk,AFLNET,6,21,656
Dcmtk,AFLNET,6,22,656
Dcmtk,AFLNET,6,23,674
Dcmtk,AFLNET,6,24,674
Dcmtk,AFLNET,7,0,0
Dcmtk,AFLNET,7,1,108
Dcmtk,AFLNET,7,2,200
Dcmtk,AFLNET,7,3,264
Dcmtk,AFLNET,7,4,340
Dcmtk,AFLNET,7,5,398
Dcmtk,AFLNET,7,6,428
Dcmtk,AFLNET,7,7,480
Dcmtk,AFLNET,7,8,513
Dcmtk,AFLNET,7,9,529
Dcmtk,AFLNET,7,10,529
Dcmtk,AFLNET,7,11,564
Dcmtk,AFLNET,7,12,564
Dcmtk,AFLNET,7,13,564
Dcmtk,AFLNET,7,14,582
Dcmtk,AFLNET,7,15,612
Dcmtk,AFLNET,7,16,631
Dcmtk,AFLNET,7,17,640
Dcmtk,AFLNET,7,18,650
Dcmtk,AFLNET,7,19,662
Dcmtk,AFLNET,7,20,672
Dcmtk,AFLNET,7,21,678
Dcmtk,AFLNET,7,22,681
Dcmtk,AFLNET,7,23,682
Dcmtk,AFLNET,7,24,682
Dcmtk,AFLNET,8,0,0
Dcmtk,AFLNET,8,1,112
Dcmtk,AFLNET,8,2,210
Dcmtk,AFLNET,8,3,277
Dcmtk,AFLNET,8,4,326
Dcmtk,AFLNET,8,5,375
Dcmtk,AFLNET,8,6,426
Dcmtk,AFLNET,8,7,465
Dcmtk,AFLNET,8,8,473
Dcmtk,AFLNET,8,9,482
Dcmtk,AFLNET,8,10,507
Dcmtk,AFLNET,8,11,509
Dcmtk,AFLNET,8,12,517
Dcmtk,AFLNET,8,13,531
Dcmtk,AFLNET,8,14,531
Dcmtk,AFLNET,8,15,538
Dcmtk,AFLNET,8,16,538
Dcmtk,AFLNET,8,17,538
Dcmtk,AFLNET,8,18,545
Dcmtk,AFLNET,8,19,545
Dcmtk,AFLNET,8,20,552
Dcmtk,AFLNET,8,21,554
Dcmtk,AFLNET,8,22,562
Dcmtk,AFLNET,8,23,566
Dcmtk,AFLNET,8,24,582
Dcmtk,AFLNET,9,0,1
Dcmtk,AFLNET,9,1,126
Dcmtk,AFLNET,9,2,226
Dcmtk,AFLNET,9,3,309
Dcmtk,AFLNET,9,4,369
Dcmtk,AFLNET,9,5,417
Dcmtk,AFLNET,9,6,447
Dcmtk,AFLNET,9,7,470
Dcmtk,AFLNET,9,8,479
Dcmtk,AFLNET,9,9,516
Dcmtk,AFLNET,9,10,519
Dcmtk,AFLNET,9,11,524
Dcmtk,AFLNET,9,12,527
Dcmtk,AFLNET,9,13,544
Dcmtk,AFLNET,9,14,548
Dcmtk,AFLNET,9,15,567
Dcmtk,AFLNET,9,16,567
Dcmtk,AFLNET,9,17,574
Dcmtk,AFLNET,9,18,574
Dcmtk,AFLNET,9,19,598
Dcmtk,AFLNET,9,20,598
Dcmtk,AFLNET,9,21,604
Dcmtk,AFLNET,9,22,613
Dcmtk,AFLNET,9,23,619
Dcmtk,AFLNET,9,24,619
Dcmtk,AFLNET,10,0,0
Dcmtk,AFLNET,10,1,130
Dcmtk,AFLNET,10,2,227
Dcmtk,AFLNET,10,3,314
Dcmtk,AFLNET,10,4,396
Dcmtk,AFLNET,10,5,437
Dcmtk,AFLNET,10,6,461
Dcmtk,AFLNET,10,7,490
Dcmtk,AFLNET,10,8,539
Dcmtk,AFLNET,10,9,550
Dcmtk,AFLNET,10,10,582
Dcmtk,AFLNET,10,11,611
Dcmtk,AFLNET,10,12,615
Dcmtk,AFLNET,10,13,629
Dcmtk,AFLNET,10,14,652
Dcmtk,AFLNET,10,15,654
Dcmtk,AFLNET,10,16,657
Dcmtk,AFLNET,10,17,657
Dcmtk,AFLNET,10,18,657
Dcmtk,AFLNET,10,19,657
Dcmtk,AFLNET,10,20,657
